Photo,Isomeric_SMILES,SMILES_without_chirality
892,COC(=O)c1cccc(OCC(=O)NCCCCN=[N+]=[N-])c1C(=O)OC,COC(=O)c1cccc(OCC(=O)NCCCCN=[N+]=[N-])c1C(=O)OC
893,[N-]=[N+]=NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[N-]=[N+]=NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
894,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@@H]4[C@H]3CC[C@]12C,CC(=O)C1CCC2C3CC=C4CC(O)CCC4C3CCC12C
895,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@H]43)[C@@H]1CC[C@@H]2C(=O)/C=C/c1ccc(-c2ccccc2)cc1,CC12CCC3C4CCC(O)CC4=CCC3C1CCC2C(=O)C=Cc1ccc(-c2ccccc2)cc1
896,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(C3=NN(c4ccccc4)C(c4ccccc4)C3)CC[C@@H]12,CC12CCC(O)CC1=CCC1C2CCC2(C)C(C3=NN(c4ccccc4)C(c4ccccc4)C3)CCC12
897,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(/C=C/c3ccccc3)=N\O)CC[C@@H]12,CC12CCC(O)CC1=CCC1C2CCC2(C)C(C(C=Cc3ccccc3)=NO)CCC12
898,Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,Cc1cc(NC(=O)c2cccc(NC(=O)C=CCN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1
899,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)cc2)c1,CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)cc2)c1
900,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)c2)cc1,CN(C)CC=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)c2)cc1
901,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,CN(C)CC=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1
902,O=C(O)C(COc1ccc(-c2ccccc2)cc1)Cc1ccccc1,O=C(O)C(COc1ccc(-c2ccccc2)cc1)Cc1ccccc1
903,CC(Cc1ccccc1)(Oc1ccc(-c2ccccc2)cc1)C(=O)O,CC(Cc1ccccc1)(Oc1ccc(-c2ccccc2)cc1)C(=O)O
904,O=C(O)/C(=C/c1ccccc1)Oc1ccc(-c2ccccc2)cc1,O=C(O)C(=Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
905,O=C(O)C(Cc1cccc2ccccc12)Oc1ccc(-c2ccccc2)cc1,O=C(O)C(Cc1cccc2ccccc12)Oc1ccc(-c2ccccc2)cc1
906,CCOC(=O)C(Br)C(=O)OCC,CCOC(=O)C(Br)C(=O)OCC
907,CCOC(=O)C(Oc1ccc(-c2ccccc2)cc1)C(=O)OCC,CCOC(=O)C(Oc1ccc(-c2ccccc2)cc1)C(=O)OCC
908,CCOC(=O)C(Cc1ccccc1)OCc1ccc(-c2ccccc2)cc1,CCOC(=O)C(Cc1ccccc1)OCc1ccc(-c2ccccc2)cc1
909,CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC
910,CCOC(=O)C(Cc1ccccc1)C(=O)OCC,CCOC(=O)C(Cc1ccccc1)C(=O)OCC
911,OCC(CO)Cc1ccccc1,OCC(CO)Cc1ccccc1
912,OCC(COc1ccc(-c2ccccc2)cc1)Cc1ccccc1,OCC(COc1ccc(-c2ccccc2)cc1)Cc1ccccc1
913,Oc1ccc(-c2ccccc2)cc1,Oc1ccc(-c2ccccc2)cc1
914,CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
915,CCOC(=O)CBr,CCOC(=O)CBr
916,CCOC(=O)COc1ccc(-c2ccccc2)cc1,CCOC(=O)COc1ccc(-c2ccccc2)cc1
917,CCOC(=O)C(Oc1ccc(-c2ccccc2)cc1)C(OS(=O)(=O)c1ccccc1)c1ccccc1,CCOC(=O)C(Oc1ccc(-c2ccccc2)cc1)C(OS(=O)(=O)c1ccccc1)c1ccccc1
918,CCOC(=O)/C(=C/c1ccccc1)Oc1ccc(-c2ccccc2)cc1,CCOC(=O)C(=Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
919,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,O=C(O)C(Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
920,NC(=O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,NC(=O)C(Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
921,NC[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,NCC(Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
922,N#C/C(=C\c1cn(-c2ccccc2)c2ccccc12)C(=O)O,N#CC(=Cc1cn(-c2ccccc2)c2ccccc12)C(=O)O
923,CC(C)(C)OC(=O)N1CC=C1C1(O)CC(OCc2ccccc2)C1,CC(C)(C)OC(=O)N1CC=C1C1(O)CC(OCc2ccccc2)C1
924,CC(C)(C)OC(=O)N1CC=C1C(O)(c1ccccc1)c1ccc(Br)cc1,CC(C)(C)OC(=O)N1CC=C1C(O)(c1ccccc1)c1ccc(Br)cc1
925,CC(C)(C)OC(=O)N1CC=C1C(O)c1ccccc1[N+](=O)[O-],CC(C)(C)OC(=O)N1CC=C1C(O)c1ccccc1[N+](=O)[O-]
926,CC(C)(C)OC(=O)N1CCC1[Si](C)(C)c1ccccc1,CC(C)(C)OC(=O)N1CCC1[Si](C)(C)c1ccccc1
927,CC(C)(C)OC(=O)N1CC=C1[Si](C)(C)c1ccccc1,CC(C)(C)OC(=O)N1CC=C1[Si](C)(C)c1ccccc1
928,CC(C)(C)OC(=O)N1CCC1,CC(C)(C)OC(=O)N1CCC1
929,CC(C)(C)OC(=O)N1C[C@@H](c2ccccc2)[C@H]1C(O)(c1ccccc1)c1ccccc1,CC(C)(C)OC(=O)N1CC(c2ccccc2)C1C(O)(c1ccccc1)c1ccccc1
930,CC(C)(C)OC(=O)N1C[C@H](c2ccccc2)[C@@H]1C1(O)CCCCCC1,CC(C)(C)OC(=O)N1CC(c2ccccc2)C1C1(O)CCCCCC1
931,CC(C)(C)OC(=O)N1CCC1C(C)(C)O,CC(C)(C)OC(=O)N1CCC1C(C)(C)O
932,CC(C)(C)OC(=O)N1CCC1C1(O)CCCCCCCCCCC1,CC(C)(C)OC(=O)N1CCC1C1(O)CCCCCCCCCCC1
933,CC(C)(C)OC(=O)N1CC(O)(C2CCN2C(=O)OC(C)(C)C)C1,CC(C)(C)OC(=O)N1CC(O)(C2CCN2C(=O)OC(C)(C)C)C1
934,CC(C)(C)OC(=O)N1CCC1C1(O)CCCCC1,CC(C)(C)OC(=O)N1CCC1C1(O)CCCCC1
935,Cc1ccc(C(O)(c2ccc(C)cc2)C2CCN2C(=O)OC(C)(C)C)cc1,Cc1ccc(C(O)(c2ccc(C)cc2)C2CCN2C(=O)OC(C)(C)C)cc1
936,CC(C)(C)OC(=O)N1CCC1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,CC(C)(C)OC(=O)N1CCC1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
937,CC(C)(C)OC(=O)N1CCC1C(O)(c1ccc(F)cc1)c1ccc(F)cc1,CC(C)(C)OC(=O)N1CCC1C(O)(c1ccc(F)cc1)c1ccc(F)cc1
938,COC1CN(C(=O)OC(C)(C)C)C1,COC1CN(C(=O)OC(C)(C)C)C1
939,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@H]2CCCCN2)C1,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1
940,CC[C@H](C)[C@@H](O)CC[C@@H]1N[C@@H](CO)[C@@H]1O,CCC(C)C(O)CCC1NC(CO)C1O
941,Clc1ccc(OC[C@H]2CCN2)cn1,Clc1ccc(OCC2CCN2)cn1
942,C1CCCCC1,C1CCCCC1
943,C1OOCOO1,C1OOCOO1
944,CC(C)(O)OOC(C)(C)OO,CC(C)(O)OOC(C)(C)OO
945,CC1(C)OOC(C)(C)OO1,CC1(C)OOC(C)(C)OO1
946,CC1(C)OOC(C)(C)O1,CC1(C)OOC(C)(C)O1
947,CC(C)(OO)OO,CC(C)(OO)OO
948,CC(C)(O)O,CC(C)(O)O
949,CC(C)(O)OO,CC(C)(O)OO
950,C1CCOC1,C1CCOC1
951,C1CCOOC1,C1CCOOC1
952,CC(=O)CC(C(C)=O)C(C)=O,CC(=O)CC(C(C)=O)C(C)=O
953,CC12OOC3(C)OOC(C)(OO1)C23,CC12OOC3(C)OOC(C)(OO1)C23
954,CC(=O)C(C(C)=O)C(C)=O,CC(=O)C(C(C)=O)C(C)=O
955,CC(=O)CCCC(C)=O,CC(=O)CCCC(C)=O
956,CC(=O)CCC(C)=O,CC(=O)CCC(C)=O
957,C1OOCOO1,C1OOCOO1
958,C1OCOO1,C1OCOO1
959,CC(=O)CC(C)=O,CC(=O)CC(C)=O
960,C=O,C=O
961,C=C/C=C\C,C=CC=CC
962,C=C/C=C\C,C=CC=CC
963,C/C=C\C=C\Br,CC=CC=CBr
964,C/C=C\C=C\N,CC=CC=CN
965,C/C(=C\C=C\Br)B(N)N,CC(=CC=CBr)B(N)N
966,C=C/C=C(\C)B(C#N)C#N,C=CC=C(C)B(C#N)C#N
967,C=C(/C=C\CN)B(O)O,C=C(C=CCN)B(O)O
968,C=C(/C=C\CN)B(N)N,C=C(C=CCN)B(N)N
969,BC(=C)/C=C\CN,BC(=C)C=CCN
970,C=C(/C=C\CN)B(F)F,C=C(C=CCN)B(F)F
971,C=C(/C=C\CN)B(Cl)Cl,C=C(C=CCN)B(Cl)Cl
972,C=C(/C=C\CN)B(Br)Br,C=C(C=CCN)B(Br)Br
973,C=C(/C=C\CN)B(C#N)C#N,C=C(C=CCN)B(C#N)C#N
974,C/C(=C\C=C\N)B(N)N,CC(=CC=CN)B(N)N
975,C/C(=C\C=C\N)B(O)O,CC(=CC=CN)B(O)O
976,B/C(C)=C/C=C/N,BC(C)=CC=CN
977,C/C(=C\C=C\N)B(F)F,CC(=CC=CN)B(F)F
978,C/C(=C\C=C\N)B(Cl)Cl,CC(=CC=CN)B(Cl)Cl
979,C/C(=C\C=C\N)B(Br)Br,CC(=CC=CN)B(Br)Br
980,C/C(=C\C=C\N)B(C#N)C#N,CC(=CC=CN)B(C#N)C#N
981,c1ccc(C2c3ccccc3-c3c2c2ccccc2c2c3c3ccccc3c3ccc4ccccc4c32)cc1,c1ccc(C2c3ccccc3-c3c2c2ccccc2c2c3c3ccccc3c3ccc4ccccc4c32)cc1
982,c1ccc(C2c3ccccc3-c3c2c2ccccc2c2c3c3ccccc3c3ccc4ccccc4c32)cc1,c1ccc(C2c3ccccc3-c3c2c2ccccc2c2c3c3ccccc3c3ccc4ccccc4c32)cc1
983,c1ccc(C2c3ccccc3-c3c2c2ccccc2c2c3c3ccccc3c3ccc4ccccc4c32)cc1,c1ccc(C2c3ccccc3-c3c2c2ccccc2c2c3c3ccccc3c3ccc4ccccc4c32)cc1
984,c1ccc2c(-c3cccc4ccccc34)cccc2c1,c1ccc2c(-c3cccc4ccccc34)cccc2c1
985,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
986,c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12
987,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
988,CC#CCC,CC#CCC
989,CCC#CCC,CCC#CCC
990,CCC#CCCC,CCC#CCCC
991,CCCC#CCCC,CCCC#CCCC
992,CCCC#CCCCC,CCCC#CCCCC
993,CCCCC#CCCCC,CCCCC#CCCCC
994,C1CCCCC1,C1CCCCC1
995,CCC#CCCc1ccccc1,CCC#CCCc1ccccc1
996,CCCCCC,CCCCCC
997,C1#CCCC1,C1#CCCC1
998,C1#CCCCCC1,C1#CCCCCC1
999,C1#CCCCCCCCC1,C1#CCCCCCCCC1
1000,C1#Cc2ccccc2CCCC1,C1#Cc2ccccc2CCCC1
1001,CC#CC,CC#CC
1002,O,O
1003,C/C=C(/C)O,CC=C(C)O
1004,CCC(C)=O,CCC(C)=O
1005,N,N
1006,C/C=C(/C)N,CC=C(C)N
1007,CCC(C)=N,CCC(C)=N
1008,COC(C)O,COC(C)O
1009,COC=C(C)C,COC=C(C)C
1010,O=C(O)c1ccccc1I,O=C(O)c1ccccc1I
1011,Oc1ccccc1I,Oc1ccccc1I
1012,C#CC(C)=O,C#CC(C)=O
1013,NCCN,NCCN
1014,CCOC(=O)C(CCC(C)=O)C(C)=O,CCOC(=O)C(CCC(C)=O)C(C)=O
1015,C=CCC(CCC(C)=O)(C(C)=O)C(=O)OCC,C=CCC(CCC(C)=O)(C(C)=O)C(=O)OCC
1016,C#CCC(CCC(C)=O)(C(C)=O)C(=O)OCC,C#CCC(CCC(C)=O)(C(C)=O)C(=O)OCC
1017,CCOC(=O)C(CCC(C)=O)(C(C)=O)C(=O)OCC,CCOC(=O)C(CCC(C)=O)(C(C)=O)C(=O)OCC
1018,CCOC(=O)CCC(CCC(C)=O)(C(C)=O)C(=O)OCC,CCOC(=O)CCC(CCC(C)=O)(C(C)=O)C(=O)OCC
1019,CCOC(=O)C(CCC#N)(CCC(C)=O)C(C)=O,CCOC(=O)C(CCC#N)(CCC(C)=O)C(C)=O
1020,CCOC(=O)C(CCC(C)=O)(Cc1ccccc1)C(C)=O,CCOC(=O)C(CCC(C)=O)(Cc1ccccc1)C(C)=O
1021,CCOC(=O)C(CCC(C)=O)(Cc1ccc(Br)cc1)C(C)=O,CCOC(=O)C(CCC(C)=O)(Cc1ccc(Br)cc1)C(C)=O
1022,CC(=O)CCC(Cc1ccc(Br)cc1)(C(C)=O)C(=O)OC(C)(C)C,CC(=O)CCC(Cc1ccc(Br)cc1)(C(C)=O)C(=O)OC(C)(C)C
1023,CCOC(=O)C(CCC(C)=O)(Cc1ccc([N+](=O)[O-])cc1)C(C)=O,CCOC(=O)C(CCC(C)=O)(Cc1ccc([N+](=O)[O-])cc1)C(C)=O
1024,CCOC(=O)C(CCC(C)=O)(Cc1ccc(C)cc1)C(C)=O,CCOC(=O)C(CCC(C)=O)(Cc1ccc(C)cc1)C(C)=O
1025,CCOC(=O)C1(CCC(C)=O)CCCCC1=O,CCOC(=O)C1(CCC(C)=O)CCCCC1=O
1026,O=C1CCCCC1CC1CCCCC1=O,O=C1CCCCC1CC1CCCCC1=O
1027,CC(=O)CC(CC(C)=O)c1ccccc1,CC(=O)CC(CC(C)=O)c1ccccc1
1028,CC(=O)CC(CC(C)=O)C(C)C,CC(=O)CC(CC(C)=O)C(C)C
1029,CC(=O)CC(CC=O)c1ccccc1,CC(=O)CC(CC=O)c1ccccc1
1030,CCOC(=O)C(CCC(C)=O)(Cc1ccc([N+](=O)[O-])cc1)C(C)=O,CCOC(=O)C(CCC(C)=O)(Cc1ccc([N+](=O)[O-])cc1)C(C)=O
1031,CCOC(=O)C(CCC(C)=O)(CC(=O)O)C(C)=O,CCOC(=O)C(CCC(C)=O)(CC(=O)O)C(C)=O
1032,NCc1ccccc1,NCc1ccccc1
1033,CC(C)=O,CC(C)=O
1034,CC(C)(O)OO,CC(C)(O)OO
1035,CC(C)(O)OOC(C)(C)OO,CC(C)(O)OOC(C)(C)OO
1036,C1OCOO1,C1OCOO1
1037,C1OOCOO1,C1OOCOO1
1038,CC(=O)CC(C)=O,CC(=O)CC(C)=O
1039,CC(=O)CCC(C)=O,CC(=O)CCC(C)=O
1040,CC(=O)CCCC(C)=O,CC(=O)CCCC(C)=O
1041,C1C[Se]C1,C1C[Se]C1
1042,C1CCC[Se]CC1,C1CCC[Se]CC1
1043,c1cc[se]c1,c1cc[se]c1
1044,c1ccc2c(c1)[Se]c1ccccc1[Se]2,c1ccc2c(c1)[Se]c1ccccc1[Se]2
1045,c1ccc2c(c1)Oc1ccccc1[Se]2,c1ccc2c(c1)Oc1ccccc1[Se]2
1046,C1[Se]CC12C[Se]C2,C1[Se]CC12C[Se]C2
1047,Oc1c[se]c2ccccc12,Oc1c[se]c2ccccc12
1048,C1C[Se]CCO1,C1C[Se]CCO1
1049,N#C[Se]c1cccc2c1C(=O)c1ccccc1C2=O,N#C[Se]c1cccc2c1C(=O)c1ccccc1C2=O
1050,N#C[Se]CN1C(=O)c2ccccc2C1=O,N#C[Se]CN1C(=O)c2ccccc2C1=O
1051,N#C[Se]CCN1C(=O)c2ccccc2C1=O,N#C[Se]CCN1C(=O)c2ccccc2C1=O
1052,N#C[Se]CCCN1C(=O)c2ccccc2C1=O,N#C[Se]CCCN1C(=O)c2ccccc2C1=O
1053,CC1(c2ccccc2)C[Se][Se]C1,CC1(c2ccccc2)C[Se][Se]C1
1054,CC1(C)C[Se][Se]C1,CC1(C)C[Se][Se]C1
1055,O=C(O)C1CCC([Se](=O)O)[Se][Se]1,O=C(O)C1CCC([Se](=O)O)[Se][Se]1
1056,C1CC[Se][Se]C1,C1CC[Se][Se]C1
1057,C1CCC[Se][Se]CC1,C1CCC[Se][Se]CC1
1058,C1C[Se][Se]C1,C1C[Se][Se]C1
1059,O=C1NC(=O)C(CCBr)N1,O=C1NC(=O)C(CCBr)N1
1060,O=C1c2ccccc2C(=O)c2c([Se]O)cccc21,O=C1c2ccccc2C(=O)c2c([Se]O)cccc21
1061,O=C1c2ccccc2C(=O)c2c1cccc2[Se](=O)O,O=C1c2ccccc2C(=O)c2c1cccc2[Se](=O)O
1062,CC(C)(CBr)C[Se](=O)O,CC(C)(CBr)C[Se](=O)O
1063,CC(C[Se](=O)O)(C[Se](=O)O)c1ccccc1,CC(C[Se](=O)O)(C[Se](=O)O)c1ccccc1
1064,O=[Se]1(=O)NCc2ccccc21,O=[Se]1(=O)NCc2ccccc21
1065,c1ccc([Se]c2cccc3ccccc23)cc1,c1ccc([Se]c2cccc3ccccc23)cc1
1066,O=C(O)C[Se]c1cccc2c1C(=O)c1ccccc1C2=O,O=C(O)C[Se]c1cccc2c1C(=O)c1ccccc1C2=O
1067,Cc1c([Se]c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,Cc1c([Se]c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C
1068,CN(C)c1ccc([Se]c2cccc3c2C(=O)c2ccccc2C3=O)cc1,CN(C)c1ccc([Se]c2cccc3c2C(=O)c2ccccc2C3=O)cc1
1069,CCN(CC)c1ccc([Se]c2cccc3c2C(=O)c2ccccc2C3=O)cc1,CCN(CC)c1ccc([Se]c2cccc3c2C(=O)c2ccccc2C3=O)cc1
1070,O=C1c2ccccc2C(=O)c2c([Se]c3ccccc3)cccc21,O=C1c2ccccc2C(=O)c2c([Se]c3ccccc3)cccc21
1071,O=C(O)c1cc([Se]c2ccccc2)ccc1O,O=C(O)c1cc([Se]c2ccccc2)ccc1O
1072,Oc1c([Se]c2ccccc2)ccc2ccccc12,Oc1c([Se]c2ccccc2)ccc2ccccc12
1073,c1ccc([Se]c2cccnc2)cc1,c1ccc([Se]c2cccnc2)cc1
1074,Oc1cc2ccccc2cc1[Se]c1ccccc1,Oc1cc2ccccc2cc1[Se]c1ccccc1
1075,BrCC1(C[Se]Br)C[Se]C1,BrCC1(C[Se]Br)C[Se]C1
1076,Cc1ccc([Se](Cl)(Cl)c2ccccc2-c2ccccc2)cc1,Cc1ccc([Se](Cl)(Cl)c2ccccc2-c2ccccc2)cc1
1077,c1ccc2[se]ccc2c1,c1ccc2[se]ccc2c1
1078,O=C(O)/C=C/c1ccccc1[SeH],O=C(O)C=Cc1ccccc1[SeH]
1079,Cc1ccc(C)[se]1,Cc1ccc(C)[se]1
1080,c1ccc2[se]ccc2c1,c1ccc2[se]ccc2c1
1081,c1ccc2c(c1)[se]c1ccccc12,c1ccc2c(c1)[se]c1ccccc12
1082,Clc1ccc2[se]c3ccccc3c2c1,Clc1ccc2[se]c3ccccc3c2c1
1083,Clc1[se]c(Cl)c(Cl)c1Cl,Clc1[se]c(Cl)c(Cl)c1Cl
1084,Cc1cccc(-c2c[se]c(-c3cccc(C)c3)c2)c1,Cc1cccc(-c2c[se]c(-c3cccc(C)c3)c2)c1
1085,c1ccc(-c2c[se]c(-c3ccccc3)c2)cc1,c1ccc(-c2c[se]c(-c3ccccc3)c2)cc1
1086,Cc1c2ccccc2c(C)c2c1ccc1cc[se]c12,Cc1c2ccccc2c(C)c2c1ccc1cc[se]c12
1087,Cc1ccc2c(c1)[Se]c1ccccc1[Se]2,Cc1ccc2c(c1)[Se]c1ccccc1[Se]2
1088,Cc1ccc2c(c1)[Se]c1c(C)cccc1[Se]2,Cc1ccc2c(c1)[Se]c1c(C)cccc1[Se]2
1089,Cc1cc2c(cc1C)[Se]c1cc(C)c(C)cc1[Se]2,Cc1cc2c(cc1C)[Se]c1cc(C)c(C)cc1[Se]2
1090,O=C(O)C1CCC(C(=O)O)[Se]1,O=C(O)C1CCC(C(=O)O)[Se]1
1091,Oc1c[se]c2ccccc12,Oc1c[se]c2ccccc12
1092,O=C1/C(=C2/[Se]c3ccccc3C2=O)[Se]c2ccccc21,O=C1C(=C2[Se]c3ccccc3C2=O)[Se]c2ccccc21
1093,O=C1/C(=c2/c(=O)c3cccc4cccc2c43)[Se]c2ccccc21,O=C1C(=c2c(=O)c3cccc4cccc2c43)[Se]c2ccccc21
1094,O=C1c2ccccc2[Se]C1Br,O=C1c2ccccc2[Se]C1Br
1095,C#C/C=C\C=C,C#CC=CC=C
1096,[C]1C=C[C]=CC1,[C]1C=C[C]=CC1
1097,C#C/C=C\C=C=O,C#CC=CC=C=O
1098,[O]c1c[c]ccc1,[O]c1c[c]ccc1
1099,C#C/C=C\N=C=O,C#CC=CN=C=O
1100,[O]c1c[c]ccn1,[O]c1c[c]ccn1
1101,C=C=CS(=O)(=O)C=C=C,C=C=CS(=O)(=O)C=C=C
1102,[C]C1=CS(=O)(=O)C=C1[C],[C]C1=CS(=O)(=O)C=C1[C]
1103,[Au]c1ccc([Au])c2ccccc12,[Au]c1ccc([Au])c2ccccc12
1104,C#Cc1c(OC)ccc(OC)c1C#C,C#Cc1c(OC)ccc(OC)c1C#C
1105,C#Cc1c([N+](=O)[O-])ccc([N+](=O)[O-])c1C#C,C#Cc1c([N+](=O)[O-])ccc([N+](=O)[O-])c1C#C
1106,C#Cc1c([NH3+])ccc([NH3+])c1C#C,C#Cc1c([NH3+])ccc([NH3+])c1C#C
1107,C#Cc1c([NH3+])ccc([N+](=O)[O-])c1C#C,C#Cc1c([NH3+])ccc([N+](=O)[O-])c1C#C
1108,C#Cc1c([NH3+])ccc(OC)c1C#C,C#Cc1c([NH3+])ccc(OC)c1C#C
1109,COCC#C/C(=C\C#CC([Ar])OC)c1ccccc1,COCC#CC(=CC#CC([Ar])OC)c1ccccc1
1110,COCC#C/C(=C\C=C=C([Ar])OC)c1ccccc1,COCC#CC(=CC=C=C([Ar])OC)c1ccccc1
1111,COCc1cc(-c2ccccc2)c[c]c1[C]([Ar])OC,COCc1cc(-c2ccccc2)c[c]c1[C]([Ar])OC
1112,C#Cc1cc(C)c(C)cc1C#C[Au],C#Cc1cc(C)c(C)cc1C#C[Au]
1113,Cc1cc2ccc(-c3ccccc3)cc2cc1C,Cc1cc2ccc(-c3ccccc3)cc2cc1C
1114,C(#Cc1ccccc1C#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1C#Cc1ccccc1)c1ccccc1
1115,c1ccc(-c2cc3ccccc3cc2-c2ccccc2)cc1,c1ccc(-c2cc3ccccc3cc2-c2ccccc2)cc1
1116,c1ccc(-c2cc(-c3ccccc3)c3ccccc3c2)cc1,c1ccc(-c2cc(-c3ccccc3)c3ccccc3c2)cc1
1117,c1ccc(-c2ccc(-c3ccccc3)c3ccccc23)cc1,c1ccc(-c2ccc(-c3ccccc3)c3ccccc23)cc1
1118,CCc1cnn2c(-c3ccccc3)cc3ccccc3c12,CCc1cnn2c(-c3ccccc3)cc3ccccc3c12
1119,COC(=O)c1c(Cc2ccccc2)nn2c(-c3ccccc3)cc3ccccc3c12,COC(=O)c1c(Cc2ccccc2)nn2c(-c3ccccc3)cc3ccccc3c12
1120,Cc1ccc(S(=O)(=O)Nc2nn3c(-c4ccccc4)cc4ccccc4c3c2-c2ccccc2)cc1,Cc1ccc(S(=O)(=O)Nc2nn3c(-c4ccccc4)cc4ccccc4c3c2-c2ccccc2)cc1
1121,COC(=O)/C(=N\S(=O)(=O)c1ccc(C)cc1)[C-](C(=O)OC)[n+]1cc2ccccc2cc1-c1ccccc1,COC(=O)C(=NS(=O)(=O)c1ccc(C)cc1)[C-](C(=O)OC)[n+]1cc2ccccc2cc1-c1ccccc1
1122,C#Cc1cc(C)c(C)cc1C#C,C#Cc1cc(C)c(C)cc1C#C
1123,Cc1cc2cccc(-c3ccccc3)c2cc1C,Cc1cc2cccc(-c3ccccc3)c2cc1C
1124,Cc1cc2ccc(-c3ccccc3)cc2cc1C,Cc1cc2ccc(-c3ccccc3)cc2cc1C
1125,Cc1cc2c(cc1C)C([Au])=CC=[C+]2,Cc1cc2c(cc1C)C([Au])=CC=[C+]2
1126,C#Cc1cc(C)c(C)cc1C#C[Au],C#Cc1cc(C)c(C)cc1C#C[Au]
1127,Cc1cc2c(cc1C)C([Au])=CC([Au])=[C+]2,Cc1cc2c(cc1C)C([Au])=CC([Au])=[C+]2
1128,Cc1cc2c([Au])ccc([Au])c2cc1C,Cc1cc2c([Au])ccc([Au])c2cc1C
1129,C=Cc1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccc(C=C)cc2)cc1,C=Cc1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccc(C=C)cc2)cc1
1130,C=Cc1cc(P(=O)(c2ccccc2)c2ccccc2)c(-c2c(P(=O)(c3ccccc3)c3ccccc3)cc(C=C)c3ccccc23)c2ccccc12,C=Cc1cc(P(=O)(c2ccccc2)c2ccccc2)c(-c2c(P(=O)(c3ccccc3)c3ccccc3)cc(C=C)c3ccccc23)c2ccccc12
1131,C#Cc1ccc(C#C)c2c1OC(O)O2,C#Cc1ccc(C#C)c2c1OC(O)O2
1132,C#Cc1ccc(C(c2ccc(C#C)cc2)(c2ccc(C#C)cc2)c2ccc(C#C)cc2)cc1,C#Cc1ccc(C(c2ccc(C#C)cc2)(c2ccc(C#C)cc2)c2ccc(C#C)cc2)cc1
1133,O=[N+]([O-])c1ccc(F)cc1,O=[N+]([O-])c1ccc(F)cc1
1134,Cc1cc(F)cc(C)c1[N+](=O)[O-],Cc1cc(F)cc(C)c1[N+](=O)[O-]
1135,Oc1cccc(I)c1,Oc1cccc(I)c1
1136,Nc1ccc(F)cc1,Nc1ccc(F)cc1
1137,Fc1ccc(I)c(I)c1,Fc1ccc(I)c(I)c1
